type,id,topicId,text_de,text_en,answer0_de,answer0_en,answer1_de,answer1_en,answer2_de,answer2_en,answer3_de,answer3_en,explanation_de,explanation_en
state:BE,"BE010","state","Welche Senatorin/welchen Senator hat Berlin nicht?","Welche Senatorin/welchen Senator hat Berlin nicht?","Finanzsenatorin/Finanzsenator","Finanzsenatorin/Finanzsenator","Innensenatorin/Innensenator","Innensenatorin/Innensenator","Senatorin/Senator für Außenbeziehungen","Senatorin/Senator für Außenbeziehungen","Justizsenatorin/Justizsenator","Justizsenatorin/Justizsenator","Außenpolitik ist Aufgabe des Bundes, daher gibt es in Berlin keinen Senator für Außenbeziehungen.","Außenpolitik ist Aufgabe des Bundes, daher gibt es in Berlin keinen Senator für Außenbeziehungen."
state:BB,"BB001","state","Welches Wappen gehört zum Bundesland Brandenburg?","Welches Wappen gehört zum Bundesland Brandenburg?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Landeswappen Brandenburgs zeigt einen roten Adler auf weißem Hintergrund (Bild 1).","Das Landeswappen Brandenburgs zeigt einen roten Adler auf weißem Hintergrund (Bild 1)."
state:BB,"BB002","state","Welches ist ein Landkreis in Brandenburg?","Welches ist ein Landkreis in Brandenburg?","Prignitz","Prignitz","Rhein-Sieg-Kreis","Rhein-Sieg-Kreis","Vogtlandkreis","Vogtlandkreis","Amberg-Sulzbach","Amberg-Sulzbach","Die Prignitz ist ein Landkreis im Nordwesten des Landes Brandenburg.","Die Prignitz ist ein Landkreis im Nordwesten des Landes Brandenburg."
state:BB,"BB003","state","Für wie viele Jahre wird der Landtag in Brandenburg gewählt?","Für wie viele Jahre wird der Landtag in Brandenburg gewählt?","3","3","4","4","5","5","6","6","Die Wahlperiode des Brandenburger Landtags beträgt 5 Jahre.","Die Wahlperiode des Brandenburger Landtags beträgt 5 Jahre."
state:BB,"BB004","state","Ab welchem Alter darf man in Brandenburg bei Kommunalwahlen wählen?","Ab welchem Alter darf man in Brandenburg bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","In Brandenburg dürfen Bürgerinnen und Bürger ab 16 Jahren bei Kommunalwahlen wählen.","In Brandenburg dürfen Bürgerinnen und Bürger ab 16 Jahren bei Kommunalwahlen wählen."
state:BB,"BB005","state","Welche Farben hat die Landesflagge von Brandenburg?","Welche Farben hat die Landesflagge von Brandenburg?","blau-weiß-rot","blau-weiß-rot","rot-weiß","rot-weiß","grün-weiß-rot","grün-weiß-rot","schwarz-gelb","schwarz-gelb","Die Landesflagge Brandenburgs ist rot-weiß mit dem roten Adler im Zentrum.","Die Landesflagge Brandenburgs ist rot-weiß mit dem roten Adler im Zentrum."
state:BB,"BB006","state","Wo können Sie sich in Brandenburg über politische Themen informieren?","Wo können Sie sich in Brandenburg über politische Themen informieren?","bei den Kirchen","bei den Kirchen","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","bei der Verbraucherzentrale","bei der Verbraucherzentrale","Die Landeszentrale für politische Bildung Brandenburg bietet Informationen zu Politik und Gesellschaft.","Die Landeszentrale für politische Bildung Brandenburg bietet Informationen zu Politik und Gesellschaft."
state:BB,"BB007","state","Die Landeshauptstadt von Brandenburg heißt …","Die Landeshauptstadt von Brandenburg heißt …","Potsdam.","Potsdam.","Cottbus.","Cottbus.","Brandenburg.","Brandenburg.","Frankfurt/Oder.","Frankfurt/Oder.","Potsdam ist die Landeshauptstadt und Regierungssitz des Landes Brandenburg.","Potsdam ist die Landeshauptstadt und Regierungssitz des Landes Brandenburg."
state:BB,"BB008","state","Welches Bundesland ist Brandenburg?","Welches Bundesland ist Brandenburg?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Brandenburg im Osten, rund um Berlin (Nr. 4), markiert.","Auf der Deutschlandkarte ist Brandenburg im Osten, rund um Berlin (Nr. 4), markiert."
state:BB,"BB009","state","Wie nennt man die Regierungschefin/den Regierungschef in Brandenburg?","Wie nennt man die Regierungschefin/den Regierungschef in Brandenburg?","Erste Ministerin/Erster Minister","Erste Ministerin/Erster Minister","Premierministerin/Premierminister","Premierministerin/Premierminister","Bürgermeisterin/Bürgermeister","Bürgermeisterin/Bürgermeister","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Der Regierungschef Brandenburgs trägt den Titel Ministerpräsident bzw. Ministerpräsidentin.","Der Regierungschef Brandenburgs trägt den Titel Ministerpräsident bzw. Ministerpräsidentin."
state:BB,"BB010","state","Welche Ministerin/welchen Minister hat Brandenburg nicht?","Welche Ministerin/welchen Minister hat Brandenburg nicht?","Justizministerin/Justizminister","Justizministerin/Justizminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenpolitik ist Aufgabe des Bundes, daher hat Brandenburg keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Aufgabe des Bundes, daher hat Brandenburg keine Außenministerin bzw. keinen Außenminister."
state:HB,"HB001","state","Welches Wappen gehört zur Freien Hansestadt Bremen?","Welches Wappen gehört zur Freien Hansestadt Bremen?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Wappen Bremens zeigt einen silbernen Schlüssel auf rotem Grund (Bild 3).","Das Wappen Bremens zeigt einen silbernen Schlüssel auf rotem Grund (Bild 3)."
state:HB,"HB002","state","Welches ist ein Stadtteil von Bremen?","Welches ist ein Stadtteil von Bremen?","Altona","Altona","Hemelingen","Hemelingen","Pankow","Pankow","Babelsberg","Babelsberg","Hemelingen ist einer der Stadtteile der Freien Hansestadt Bremen.","Hemelingen ist einer der Stadtteile der Freien Hansestadt Bremen."
state:HB,"HB003","state","Für wie viele Jahre wird das Landesparlament in Bremen gewählt?","Für wie viele Jahre wird das Landesparlament in Bremen gewählt?","3","3","4","4","5","5","6","6","Die Bürgerschaft der Freien Hansestadt Bremen wird alle 4 Jahre gewählt.","Die Bürgerschaft der Freien Hansestadt Bremen wird alle 4 Jahre gewählt."
state:HB,"HB004","state","Ab welchem Alter darf man in Bremen bei den Wahlen zur Bürgerschaft (Landtag) wählen?","Ab welchem Alter darf man in Bremen bei den Wahlen zur Bürgerschaft (Landtag) wählen?","14","14","16","16","18","18","20","20","Das Wahlalter zur Bremischen Bürgerschaft liegt bei 16 Jahren.","Das Wahlalter zur Bremischen Bürgerschaft liegt bei 16 Jahren."
state:HB,"HB005","state","Welche Farben hat die Landesflagge von Bremen?","Welche Farben hat die Landesflagge von Bremen?","blau-weiß-rot","blau-weiß-rot","rot-weiß","rot-weiß","grün-weiß-rot","grün-weiß-rot","schwarz-gold","schwarz-gold","Die Landesflagge Bremens besteht aus roten und weißen Streifen.","Die Landesflagge Bremens besteht aus roten und weißen Streifen."
state:HB,"HB006","state","Wo können Sie sich in Bremen über politische Themen informieren?","Wo können Sie sich in Bremen über politische Themen informieren?","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","bei den Kirchen","bei den Kirchen","bei der Verbraucherzentrale","bei der Verbraucherzentrale","Die Landeszentrale für politische Bildung Bremen informiert über politische Themen und Zusammenhänge.","Die Landeszentrale für politische Bildung Bremen informiert über politische Themen und Zusammenhänge."
state:HB,"HB007","state","Was ist ein deutscher Stadtstaat?","Was ist ein deutscher Stadtstaat?","Bremen","Bremen","München","München","Frankfurt","Frankfurt","Erfurt","Erfurt","Bremen ist - wie Hamburg und Berlin - ein Stadtstaat, also Stadt und Bundesland zugleich.","Bremen ist - wie Hamburg und Berlin - ein Stadtstaat, also Stadt und Bundesland zugleich."
state:HB,"HB008","state","Welches Bundesland ist Bremen?","Welches Bundesland ist Bremen?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Bremen im Nordwesten als Stadtstaat (Nr. 1) markiert.","Auf der Deutschlandkarte ist Bremen im Nordwesten als Stadtstaat (Nr. 1) markiert."
state:HB,"HB009","state","Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Bremen?","Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Bremen?","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Erste Bürgermeisterin/Erster Bürgermeister","Erste Bürgermeisterin/Erster Bürgermeister","Präsidentin/Präsident des Senates","Präsidentin/Präsident des Senates","Regierende Bürgermeisterin/Regierender Bürgermeister","Regierende Bürgermeisterin/Regierender Bürgermeister","Der Regierungschef Bremens trägt den Titel Präsident bzw. Präsidentin des Senats, da Bremen einen Senat als Regierung hat.","Der Regierungschef Bremens trägt den Titel Präsident bzw. Präsidentin des Senats, da Bremen einen Senat als Regierung hat."
state:HB,"HB010","state","Welche Senatorin/welchen Senator hat Bremen nicht?","Welche Senatorin/welchen Senator hat Bremen nicht?","Senatorin/Senator für Außenbeziehungen","Senatorin/Senator für Außenbeziehungen","Finanzsenatorin/Finanzsenator","Finanzsenatorin/Finanzsenator","Justizsenatorin/Justizsenator","Justizsenatorin/Justizsenator","Innensenatorin/Innensenator","Innensenatorin/Innensenator","Außenpolitik ist Aufgabe des Bundes, daher hat Bremen keinen Senator für Außenbeziehungen.","Außenpolitik ist Aufgabe des Bundes, daher hat Bremen keinen Senator für Außenbeziehungen."
state:HH,"HH001","state","Welches Wappen gehört zur Freien und Hansestadt Hamburg?","Welches Wappen gehört zur Freien und Hansestadt Hamburg?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Wappen Hamburgs zeigt eine weiße Burg mit drei Türmen auf rotem Grund (Bild 2).","Das Wappen Hamburgs zeigt eine weiße Burg mit drei Türmen auf rotem Grund (Bild 2)."
state:HH,"HH002","state","Welches ist ein Bezirk von Hamburg?","Welches ist ein Bezirk von Hamburg?","Altona","Altona","Hemelingen","Hemelingen","Pankow","Pankow","Mecklenburgische Seenplatte","Mecklenburgische Seenplatte","Altona ist einer der sieben Bezirke der Freien und Hansestadt Hamburg.","Altona ist einer der sieben Bezirke der Freien und Hansestadt Hamburg."
state:HH,"HH003","state","Für wie viele Jahre wird das Landesparlament in Hamburg gewählt?","Für wie viele Jahre wird das Landesparlament in Hamburg gewählt?","3","3","4","4","5","5","6","6","Die Hamburgische Bürgerschaft wird alle 5 Jahre gewählt.","Die Hamburgische Bürgerschaft wird alle 5 Jahre gewählt."
state:HH,"HH004","state","Ab welchem Alter darf man in Hamburg bei Kommunalwahlen (Wahl der Bezirksversammlungen) wählen?","Ab welchem Alter darf man in Hamburg bei Kommunalwahlen (Wahl der Bezirksversammlungen) wählen?","14","14","16","16","18","18","20","20","Das Wahlalter für die Bezirksversammlungen in Hamburg beträgt 16 Jahre.","Das Wahlalter für die Bezirksversammlungen in Hamburg beträgt 16 Jahre."
state:HH,"HH005","state","Welche Farben hat die Landesflagge von Hamburg?","Welche Farben hat die Landesflagge von Hamburg?","blau-weiß-rot","blau-weiß-rot","weiß-rot","weiß-rot","grün-weiß-rot","grün-weiß-rot","schwarz-gelb","schwarz-gelb","Die Landesflagge Hamburgs ist weiß-rot mit dem Stadtwappen in der Mitte.","Die Landesflagge Hamburgs ist weiß-rot mit dem Stadtwappen in der Mitte."
state:HH,"HH006","state","Wo können Sie sich in Hamburg über politische Themen informieren?","Wo können Sie sich in Hamburg über politische Themen informieren?","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei der Verbraucherzentrale","bei der Verbraucherzentrale","bei den Kirchen","bei den Kirchen","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","Die Landeszentrale für politische Bildung Hamburg informiert Bürgerinnen und Bürger über politische Themen.","Die Landeszentrale für politische Bildung Hamburg informiert Bürgerinnen und Bürger über politische Themen."
state:HH,"HH007","state","Welches Bundesland ist ein Stadtstaat?","Welches Bundesland ist ein Stadtstaat?","Hamburg","Hamburg","Sachsen","Sachsen","Bayern","Bayern","Thüringen","Thüringen","Hamburg ist - wie Berlin und Bremen - ein Stadtstaat, also Stadt und Bundesland zugleich.","Hamburg ist - wie Berlin und Bremen - ein Stadtstaat, also Stadt und Bundesland zugleich."
state:HH,"HH008","state","Welches Bundesland ist Hamburg?","Welches Bundesland ist Hamburg?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Hamburg als Stadtstaat im Norden (Nr. 3) markiert.","Auf der Deutschlandkarte ist Hamburg als Stadtstaat im Norden (Nr. 3) markiert."
state:HH,"HH009","state","Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Hamburg?","Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Hamburg?","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Erste Bürgermeisterin/Erster Bürgermeister","Erste Bürgermeisterin/Erster Bürgermeister","Regierende Senatorin/Regierender Senator","Regierende Senatorin/Regierender Senator","Oberbürgermeisterin/Oberbürgermeister","Oberbürgermeisterin/Oberbürgermeister","Der Regierungschef Hamburgs trägt den Titel Erste Bürgermeisterin bzw. Erster Bürgermeister.","Der Regierungschef Hamburgs trägt den Titel Erste Bürgermeisterin bzw. Erster Bürgermeister."
state:HH,"HH010","state","Welche Senatorin/welchen Senator hat Hamburg nicht?","Welche Senatorin/welchen Senator hat Hamburg nicht?","Justizsenatorin/Justizsenator","Justizsenatorin/Justizsenator","Senatorin/Senator für Außenbeziehungen","Senatorin/Senator für Außenbeziehungen","Finanzsenatorin/Finanzsenator","Finanzsenatorin/Finanzsenator","Innensenatorin/Innensenator","Innensenatorin/Innensenator","Außenpolitik ist Aufgabe des Bundes; Hamburg hat daher keinen Senator für Außenbeziehungen.","Außenpolitik ist Aufgabe des Bundes; Hamburg hat daher keinen Senator für Außenbeziehungen."
state:HE,"HE001","state","Welches Wappen gehört zum Bundesland Hessen?","Welches Wappen gehört zum Bundesland Hessen?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das hessische Wappen zeigt einen rot-weiß gestreiften Löwen auf blauem Grund (Bild 1).","Das hessische Wappen zeigt einen rot-weiß gestreiften Löwen auf blauem Grund (Bild 1)."
state:HE,"HE002","state","Welches ist ein Landkreis in Hessen?","Welches ist ein Landkreis in Hessen?","Ammerland","Ammerland","Altötting","Altötting","Prignitz","Prignitz","Main-Taunus-Kreis","Main-Taunus-Kreis","Main-Taunus-Kreis liegt in Hessen.","Main-Taunus-Kreis liegt in Hessen."
state:HE,"HE003","state","Für wie viele Jahre wird der Landtag in Hessen gewählt?","Für wie viele Jahre wird der Landtag in Hessen gewählt?","3","3","4","4","5","5","6","6","Wahlperiode: 5 Jahre.","Wahlperiode: 5 Jahre."
state:HE,"HE004","state","Ab welchem Alter darf man in Hessen bei Kommunalwahlen wählen?","Ab welchem Alter darf man in Hessen bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","Kommunalwahlalter: 16 Jahre.","Kommunalwahlalter: 16 Jahre."
state:HE,"HE005","state","Welche Farben hat die Landesflagge von Hessen?","Welche Farben hat die Landesflagge von Hessen?","blau-weiß-rot","blau-weiß-rot","rot-weiß","rot-weiß","schwarz-gold","schwarz-gold","grün-weiß-rot","grün-weiß-rot","Rot-Weiß sind die Landesfarben Hessens.","Rot-Weiß sind die Landesfarben Hessens."
state:HE,"HE006","state","Wo können Sie sich in Hessen über politische Themen informieren?","Wo können Sie sich in Hessen über politische Themen informieren?","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","bei der Verbraucherzentrale","bei der Verbraucherzentrale","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei den Kirchen","bei den Kirchen","Zuständig ist die Landeszentrale für politische Bildung.","Zuständig ist die Landeszentrale für politische Bildung."
state:HE,"HE007","state","Die Landeshauptstadt von Hessen heißt …","Die Landeshauptstadt von Hessen heißt …","Kassel.","Kassel.","Darmstadt.","Darmstadt.","Frankfurt.","Frankfurt.","Wiesbaden.","Wiesbaden.","Wiesbaden ist die Landeshauptstadt.","Wiesbaden ist die Landeshauptstadt."
state:HE,"HE008","state","Welches Bundesland ist Hessen?","Welches Bundesland ist Hessen?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte liegt Hessen in der Mitte (Nr. 3).","Auf der Deutschlandkarte liegt Hessen in der Mitte (Nr. 3)."
state:HE,"HE009","state","Wie nennt man die Regierungschefin/den Regierungschef in Hessen?","Wie nennt man die Regierungschefin/den Regierungschef in Hessen?","Erste Ministerin/Erster Minister","Erste Ministerin/Erster Minister","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Premierministerin/Premierminister","Premierministerin/Premierminister","Bürgermeisterin/Bürgermeister","Bürgermeisterin/Bürgermeister","Der Regierungschef Hessens trägt den Titel Ministerpräsident bzw. Ministerpräsidentin.","Der Regierungschef Hessens trägt den Titel Ministerpräsident bzw. Ministerpräsidentin."
state:HE,"HE010","state","Welche Ministerin/welchen Minister hat Hessen nicht?","Welche Ministerin/welchen Minister hat Hessen nicht?","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Justizministerin/Justizminister","Justizministerin/Justizminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenpolitik ist Sache des Bundes; Hessen hat daher keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Sache des Bundes; Hessen hat daher keine Außenministerin bzw. keinen Außenminister."
state:MV,"MV001","state","Welches Wappen gehört zum Bundesland Mecklenburg-Vorpommern?","Welches Wappen gehört zum Bundesland Mecklenburg-Vorpommern?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Landeswappen Mecklenburg-Vorpommerns zeigt den Stierkopf von Mecklenburg und den Greif von Vorpommern (Bild 3).","Das Landeswappen Mecklenburg-Vorpommerns zeigt den Stierkopf von Mecklenburg und den Greif von Vorpommern (Bild 3)."
state:MV,"MV002","state","Welches ist ein Landkreis in Mecklenburg-Vorpommern?","Welches ist ein Landkreis in Mecklenburg-Vorpommern?","Prignitz","Prignitz","Mecklenburgische Seenplatte","Mecklenburgische Seenplatte","Vogtlandkreis","Vogtlandkreis","Rhein-Sieg-Kreis","Rhein-Sieg-Kreis","Die Mecklenburgische Seenplatte ist der flächenmäßig größte deutsche Landkreis.","Die Mecklenburgische Seenplatte ist der flächenmäßig größte deutsche Landkreis."
state:MV,"MV003","state","Für wie viele Jahre wird der Landtag in Mecklenburg-Vorpommern gewählt?","Für wie viele Jahre wird der Landtag in Mecklenburg-Vorpommern gewählt?","3","3","4","4","5","5","6","6","Die Wahlperiode beträgt fünf Jahre.","Die Wahlperiode beträgt fünf Jahre."
state:MV,"MV004","state","Ab welchem Alter darf man in Mecklenburg-Vorpommern bei Kommunalwahlen wählen?","Ab welchem Alter darf man in Mecklenburg-Vorpommern bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","Kommunalwahlrecht ab 16 Jahren.","Kommunalwahlrecht ab 16 Jahren."
state:MV,"MV005","state","Welche Farben hat die Landesflagge von Mecklenburg-Vorpommern?","Welche Farben hat die Landesflagge von Mecklenburg-Vorpommern?","schwarz-rot-gold","schwarz-rot-gold","blau-weiß-gelb-rot","blau-weiß-gelb-rot","grün-weiß-rot","grün-weiß-rot","schwarz-gelb","schwarz-gelb","Die Flagge besteht aus Blau, Weiß, Gelb und Rot.","Die Flagge besteht aus Blau, Weiß, Gelb und Rot."
state:MV,"MV006","state","Wo können Sie sich in Mecklenburg-Vorpommern über politische Themen informieren?","Wo können Sie sich in Mecklenburg-Vorpommern über politische Themen informieren?","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","bei den Kirchen","bei den Kirchen","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei der Verbraucherzentrale","bei der Verbraucherzentrale","Die Landeszentrale informiert neutral über Politik.","Die Landeszentrale informiert neutral über Politik."
state:MV,"MV007","state","Die Landeshauptstadt von Mecklenburg-Vorpommern heißt …","Die Landeshauptstadt von Mecklenburg-Vorpommern heißt …","Greifswald.","Greifswald.","Schwerin.","Schwerin.","Rostock.","Rostock.","Wismar.","Wismar.","Schwerin ist die Landeshauptstadt.","Schwerin ist die Landeshauptstadt."
state:MV,"MV008","state","Welches Bundesland ist Mecklenburg-Vorpommern?","Welches Bundesland ist Mecklenburg-Vorpommern?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Mecklenburg-Vorpommern im Nordosten (Nr. 3) markiert.","Auf der Deutschlandkarte ist Mecklenburg-Vorpommern im Nordosten (Nr. 3) markiert."
state:MV,"MV009","state","Wie nennt man die Regierungschefin/den Regierungschef in Mecklenburg-Vorpommern?","Wie nennt man die Regierungschefin/den Regierungschef in Mecklenburg-Vorpommern?","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Premierministerin/Premierminister","Premierministerin/Premierminister","Erste Bürgermeisterin/Erster Bürgermeister","Erste Bürgermeisterin/Erster Bürgermeister","Landespräsidentin/Landespräsident","Landespräsidentin/Landespräsident","Die Regierungschefin oder der Regierungschef eines deutschen Bundeslandes trägt den Titel Ministerpräsident/in.","Die Regierungschefin oder der Regierungschef eines deutschen Bundeslandes trägt den Titel Ministerpräsident/in."
state:MV,"MV010","state","Welche Ministerin/welchen Minister hat Mecklenburg-Vorpommern nicht?","Welche Ministerin/welchen Minister hat Mecklenburg-Vorpommern nicht?","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Justizministerin/Justizminister","Justizministerin/Justizminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Außenpolitik ist Aufgabe des Bundes, daher hat Mecklenburg-Vorpommern keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Aufgabe des Bundes, daher hat Mecklenburg-Vorpommern keine Außenministerin bzw. keinen Außenminister."
state:NI,"NI001","state","Welches Wappen gehört zum Bundesland Niedersachsen?","Welches Wappen gehört zum Bundesland Niedersachsen?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Wappen Niedersachsens zeigt ein weißes Pferd auf rotem Grund (Bild 3).","Das Wappen Niedersachsens zeigt ein weißes Pferd auf rotem Grund (Bild 3)."
state:NI,"NI002","state","Welches ist ein Landkreis in Niedersachsen?","Welches ist ein Landkreis in Niedersachsen?","Ammerland","Ammerland","Rhein-Sieg-Kreis","Rhein-Sieg-Kreis","Nordfriesland","Nordfriesland","Vogtlandkreis","Vogtlandkreis","Das Ammerland ist ein Landkreis im Nordwesten Niedersachsens.","Das Ammerland ist ein Landkreis im Nordwesten Niedersachsens."
state:NI,"NI003","state","Für wie viele Jahre wird der Landtag in Niedersachsen gewählt?","Für wie viele Jahre wird der Landtag in Niedersachsen gewählt?","3","3","4","4","5","5","6","6","Die Wahlperiode des Niedersächsischen Landtags beträgt 5 Jahre.","Die Wahlperiode des Niedersächsischen Landtags beträgt 5 Jahre."
state:NI,"NI004","state","Ab welchem Alter darf man in Niedersachsen bei Kommunalwahlen wählen?","Ab welchem Alter darf man in Niedersachsen bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","In Niedersachsen dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen.","In Niedersachsen dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen."
state:NI,"NI005","state","Welche Farben hat die Landesflagge von Niedersachsen?","Welche Farben hat die Landesflagge von Niedersachsen?","weiß-blau","weiß-blau","schwarz-rot-gold","schwarz-rot-gold","schwarz-gelb","schwarz-gelb","blau-weiß-rot","blau-weiß-rot","Die Landesflagge von Niedersachsen zeigt die Farben Schwarz-Rot-Gold mit dem Landeswappen.","Die Landesflagge von Niedersachsen zeigt die Farben Schwarz-Rot-Gold mit dem Landeswappen."
state:NI,"NI006","state","Wo können Sie sich in Niedersachsen über politische Themen informieren?","Wo können Sie sich in Niedersachsen über politische Themen informieren?","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei der Verbraucherzentrale","bei der Verbraucherzentrale","bei den Kirchen","bei den Kirchen","Die Landeszentrale für politische Bildung Niedersachsen informiert über Politik und Gesellschaft.","Die Landeszentrale für politische Bildung Niedersachsen informiert über Politik und Gesellschaft."
state:NI,"NI007","state","Die Landeshauptstadt von Niedersachsen heißt …","Die Landeshauptstadt von Niedersachsen heißt …","Hannover.","Hannover.","Braunschweig.","Braunschweig.","Wolfsburg.","Wolfsburg.","Osnabrück.","Osnabrück.","Hannover ist die Landeshauptstadt und Regierungssitz Niedersachsens.","Hannover ist die Landeshauptstadt und Regierungssitz Niedersachsens."
state:NI,"NI008","state","Welches Bundesland ist Niedersachsen?","Welches Bundesland ist Niedersachsen?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Niedersachsen im Nordwesten (Nr. 1) markiert.","Auf der Deutschlandkarte ist Niedersachsen im Nordwesten (Nr. 1) markiert."
state:NI,"NI009","state","Wie nennt man die Regierungschefin/den Regierungschef in Niedersachsen?","Wie nennt man die Regierungschefin/den Regierungschef in Niedersachsen?","Erste Ministerin/Erster Minister","Erste Ministerin/Erster Minister","Premierministerin/Premierminister","Premierministerin/Premierminister","Bürgermeisterin/Bürgermeister","Bürgermeisterin/Bürgermeister","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Der Regierungschef eines deutschen Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin.","Der Regierungschef eines deutschen Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin."
state:NI,"NI010","state","Welche Ministerin/welchen Minister hat Niedersachsen nicht?","Welche Ministerin/welchen Minister hat Niedersachsen nicht?","Justizministerin/Justizminister","Justizministerin/Justizminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenpolitik ist Aufgabe des Bundes, daher hat Niedersachsen keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Aufgabe des Bundes, daher hat Niedersachsen keine Außenministerin bzw. keinen Außenminister."
state:NW,"NW001","state","Welches Wappen gehört zum Bundesland Nordrhein-Westfalen?","Welches Wappen gehört zum Bundesland Nordrhein-Westfalen?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Landeswappen Nordrhein-Westfalens zeigt den Rhein, das Westfalenross und die Lippische Rose (Bild 2).","Das Landeswappen Nordrhein-Westfalens zeigt den Rhein, das Westfalenross und die Lippische Rose (Bild 2)."
state:NW,"NW002","state","Welches ist ein Landkreis in Nordrhein-Westfalen?","Welches ist ein Landkreis in Nordrhein-Westfalen?","Ammerland","Ammerland","Rhein-Sieg-Kreis","Rhein-Sieg-Kreis","Nordfriesland","Nordfriesland","Vogtlandkreis","Vogtlandkreis","Der Rhein-Sieg-Kreis ist ein Landkreis im Süden Nordrhein-Westfalens.","Der Rhein-Sieg-Kreis ist ein Landkreis im Süden Nordrhein-Westfalens."
state:NW,"NW003","state","Für wie viele Jahre wird der Landtag in Nordrhein-Westfalen gewählt?","Für wie viele Jahre wird der Landtag in Nordrhein-Westfalen gewählt?","3","3","4","4","5","5","6","6","Die Wahlperiode des Landtags in Nordrhein-Westfalen beträgt 5 Jahre.","Die Wahlperiode des Landtags in Nordrhein-Westfalen beträgt 5 Jahre."
